Unnamed: 0,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
2313,Argentina,2023,ARG,45538402,,4.853,0.107,195.806,-8.275,-4.055,306.446,-10.305,-3.253,6.729,,0.301,4.3,,0.192,4.106,0.09,,,,211.479,9012.649,22777.85,542.351,171.031,3152.02,13837.546,4935.768,,22277.793,,2.054,0.045,91.051,1.999,5.257,9.267,110.64,2.43,128.234,2.816,49.97,1.097,93.742,2.059,,,1019.741,0.309,0.518,0.74,0.027,0.437,0.497,0.867,0.065,0.864,1.167,1.689,0.786,,0.5,1.153,3.052,0.768,,1.1,0.006,0.011,0.018,0.001,422.011,239.408,,
6441,Bolivia,1981,BOL,5888113,22513608704,0.179,0.03,4.781,0.122,2.62,44.907,-13.58,-23.219,7.627,1.995,1.791,0.812,0.212,0.191,0.004,0.001,,,,1.948,76.371,2979.903,2.747,10.827,5.293,4441.618,55.555,,4275.483,1.113,0.359,0.061,0.674,0.114,2.877,11.533,40.126,6.815,23.936,4.065,4.568,0.776,3.565,0.605,,,25.067,0.044,0.025,0.188,0,0.024,0.012,0.243,0.001,0.168,0.011,0.732,0.029,,0.151,0.024,0.831,0.042,,0.322,0.001,0.002,0.003,0,67.909,16.94,,
6442,Bolivia,1982,BOL,6018091,21530726400,0.153,0.025,4.338,-0.443,-9.269,39.224,-5.684,-12.656,6.518,1.822,1.797,0.721,0.201,0.199,0.004,0.001,,,,2.102,80.709,3019.127,2.751,11.131,5.96,4476.503,58.766,,3643.002,1.014,0.304,0.05,0.666,0.111,2.93,11.011,34.886,5.797,25.011,4.156,4.808,0.799,3.211,0.533,,,21.826,0.038,0.023,0.168,0,0.024,0.013,0.242,0.001,0.167,0.011,0.732,0.029,,0.129,0.024,0.768,0.038,,0.322,0.001,0.002,0.003,0,66.265,17.636,,
6443,Bolivia,1983,BOL,6149065,20568700928,0.156,0.025,4.278,-0.06,-1.377,57.229,18.005,45.904,9.307,2.782,2.524,0.696,0.208,0.189,0.004,0.001,,,,2.258,84.987,3076.355,2.754,11.479,6.564,4529.454,61.931,,3704.841,1.102,0.348,0.057,0.605,0.098,2.714,12.804,52.951,8.611,25.428,4.135,5.119,0.833,3.166,0.515,,,22.676,0.038,0.023,0.241,0,0.025,0.013,0.242,0.001,0.167,0.012,0.735,0.03,,0.164,0.022,1.107,0.038,,0.321,0.001,0.002,0.003,0,78.732,16.69,,
6444,Bolivia,1984,BOL,6281868,20775917568,0.135,0.021,4.029,-0.249,-5.816,33.951,-23.277,-40.674,5.405,1.634,1.553,0.641,0.194,0.184,,,,,,2.393,89.016,3110.307,,11.824,7.03,4559.376,65.015,,3496.816,1.052,0.345,0.055,0.466,0.074,2.569,10.357,29.922,4.763,23.418,3.728,4.52,0.72,3.084,0.491,,,21.862,0.032,0.021,0.134,,0.025,0.013,0.24,,0.167,0.012,0.733,0.03,,0.185,0.015,0.531,0.037,,0.319,0.001,0.002,0.003,0,65.062,16.137,,
6445,Bolivia,1985,BOL,6416194,20629833728,0.178,0.028,4.11,0.08,1.996,48.712,14.761,43.476,7.592,2.361,2.475,0.641,0.199,0.209,,,,,,2.571,93.126,3159.019,,12.209,7.451,4603.979,68.141,,3082.092,0.954,0.385,0.06,0.421,0.066,2.46,11.72,44.602,6.952,23.852,3.718,4.812,0.75,3.125,0.487,,,19.681,0.042,0.02,0.19,,0.026,0.013,0.239,,0.168,0.012,0.734,0.03,,0.211,0.013,0.843,0.038,,0.317,0.001,0.002,0.003,0,75.198,15.785,,
6446,Bolivia,1986,BOL,6552481,19972702208,0.136,0.021,3.764,-0.346,-8.421,37.254,-11.459,-23.523,5.685,1.865,1.865,0.574,0.188,0.188,,,,,,2.707,96.89,3196.272,,12.498,7.913,4637.468,71.017,,3063.462,1,0.289,0.044,0.462,0.07,2.252,10.236,33.49,5.111,22.157,3.382,4.739,0.723,2.876,0.439,,,19.98,0.031,0.018,0.143,,0.026,0.013,0.237,,0.168,0.012,0.733,0.03,,0.17,0.015,0.606,0.034,,0.315,0.001,0.002,0.003,0,67.071,14.758,,
6447,Bolivia,1987,BOL,6692169,20500709376,0.183,0.027,4.012,0.248,6.593,33.381,-3.872,-10.395,4.988,1.628,1.699,0.599,0.196,0.204,,,,,,2.89,100.901,3229.654,,12.784,8.518,4666.837,73.956,,2949.407,0.958,0.286,0.043,0.605,0.09,2.289,10.045,29.369,4.389,23.321,3.485,5.197,0.777,2.939,0.439,,,19.647,0.04,0.019,0.126,,0.027,0.014,0.235,,0.169,0.012,0.732,0.031,,0.175,0.018,0.55,0.034,,0.312,0.001,0.002,0.003,0,67.225,15.319,,
6448,Bolivia,1988,BOL,6835508,21274793984,0.209,0.031,4.287,0.275,6.854,37.871,4.49,13.45,5.54,1.78,1.678,0.627,0.201,0.19,,,,,,3.099,105.188,3267.524,,13.319,9.111,4700.421,76.905,,3317.092,1.061,0.535,0.078,0.594,0.087,2.284,10.307,33.584,4.913,23.4,3.423,4.917,0.719,2.95,0.431,,,22.57,0.043,0.019,0.139,,0.027,0.014,0.233,,0.171,0.013,0.731,0.031,,0.287,0.017,0.649,0.033,,0.309,0.001,0.002,0.003,0,70.453,15.611,,
6449,Bolivia,1989,BOL,6981771,21890043904,0.231,0.033,4.968,0.682,15.902,26.788,-11.083,-29.264,3.837,1.224,1.048,0.712,0.227,0.194,,,,,,3.33,110.157,3294.313,,14.136,9.976,4722.242,79.961,,3679.752,1.168,0.817,0.117,0.865,0.124,2.425,9.436,21.82,3.125,24.091,3.451,5.16,0.739,3.056,0.438,,,25.571,0.047,0.022,0.098,,0.028,0.014,0.23,,0.178,0.013,0.729,0.031,,0.538,0.024,0.441,0.034,,0.306,0.001,0.002,0.003,0,65.877,16.932,,
6450,Bolivia,1990,BOL,7130142,23021797376,0.253,0.036,10.007,5.038,101.408,48.372,21.584,80.572,6.784,2.101,1.789,1.403,0.435,0.37,,,8.642,1.212,0.375,3.583,120.164,3342.685,,19.189,11.412,4760.607,83.226,,3810.216,1.174,5.053,0.709,1.436,0.201,3.137,11.314,38.365,5.381,24.019,3.369,4.917,0.69,3.265,0.458,,,27.038,0.051,0.044,0.175,,0.029,0.015,0.229,,0.235,0.014,0.729,0.031,,1.952,0.038,0.771,0.035,,0.304,0.001,0.002,0.003,0,80.668,22.368,-1.365,-13.644
6451,Bolivia,1991,BOL,7280293,24300990464,0.265,0.036,10.495,0.488,4.88,42.628,-5.744,-11.874,5.855,1.754,1.602,1.442,0.432,0.394,,,9.152,1.257,0.377,3.848,130.659,3385.313,,24.63,12.918,4792.74,86.508,,3672.283,1.095,5.441,0.747,1.506,0.207,3.305,11.385,32.133,4.414,25.153,3.455,5.284,0.726,3.283,0.451,,,26.605,0.052,0.045,0.151,,0.03,0.016,0.228,,0.291,0.016,0.729,0.031,,1.985,0.039,0.647,0.034,,0.301,0.001,0.002,0.003,0,82.888,24.061,-1.343,-12.794
6452,Bolivia,1992,BOL,7430337,24762214400,0.293,0.039,11.014,0.519,4.945,82.17,39.542,92.759,11.059,3.318,2.86,1.482,0.445,0.383,,,9.843,1.325,0.397,4.142,141.673,3467.484,,30.122,14.739,4863.896,89.916,,3885.046,1.16,5.492,0.739,1.821,0.245,3.381,14.716,71.156,9.576,26.304,3.54,5.037,0.678,3.408,0.459,,,28.728,0.055,0.049,0.296,,0.031,0.017,0.229,,0.346,0.017,0.734,0.031,,2.272,0.046,1.353,0.037,,0.3,0.001,0.002,0.003,0,109.345,25.12,-1.171,-10.635
6453,Bolivia,1993,BOL,7579196,25872203776,0.324,0.043,11.55,0.536,4.867,65.062,-17.108,-20.821,8.584,2.515,2.296,1.524,0.446,0.408,,,10.348,1.365,0.4,4.466,153.223,3532.545,,35.772,16.619,4917.408,93.613,,3756.717,1.095,5.65,0.745,1.88,0.248,3.444,13.185,53.511,7.06,26.457,3.491,5.681,0.75,3.697,0.488,,,28.343,0.059,0.051,0.235,,0.032,0.017,0.229,,0.401,0.018,0.736,0.031,,2.417,0.047,1.076,0.04,,0.297,0.001,0.002,0.003,0,99.933,26.105,-1.202,-10.408
6454,Bolivia,1994,BOL,7727321,27129137152,0.35,0.045,9.638,-1.912,-16.554,206.886,141.825,217.985,26.773,7.626,6.535,1.247,0.355,0.304,,,8.562,1.108,0.316,4.816,162.862,3739.432,,38.681,18.824,5114.656,97.786,,4114.723,1.167,2.909,0.376,2.206,0.285,3.26,21.177,197.248,25.526,28.01,3.625,5.57,0.721,4.173,0.54,,,31.658,0.059,0.042,0.716,,0.033,0.018,0.238,,0.418,0.02,0.759,0.032,,0.924,0.054,3.349,0.045,,0.298,0.001,0.002,0.003,0,163.64,25.194,-1.076,-11.163
6455,Bolivia,1995,BOL,7874676,28456929280,0.402,0.051,9.017,-0.622,-6.45,141.586,-65.301,-31.564,17.98,4.975,3.903,1.145,0.317,0.249,,,8.066,1.024,0.283,5.218,171.878,3881.017,,39.821,21.276,5247.225,102.81,,4626.537,1.275,1.14,0.145,2.451,0.311,2.224,16.351,132.569,16.835,21.207,2.693,5.699,0.724,5.023,0.638,,,36.279,0.064,0.038,0.489,,0.035,0.019,0.243,,0.416,0.021,0.772,0.033,,0.349,0.058,2.44,0.054,,0.296,0.001,0.002,0.003,0,128.757,17.513,-0.951,-10.548
6456,Bolivia,1996,BOL,8021742,29770158080,0.406,0.051,10.016,1,11.086,150.916,9.33,6.59,18.813,5.069,4.247,1.249,0.336,0.282,,,8.936,1.114,0.3,5.623,181.894,4031.933,,40.858,24.375,5388.124,108.284,,4448.006,1.194,1.037,0.129,3.1,0.386,2.289,16.383,140.9,17.565,20.818,2.595,5.737,0.715,5.474,0.682,,,35.537,0.064,0.041,0.499,,0.036,0.019,0.248,,0.412,0.024,0.786,0.033,,0.296,0.07,2.343,0.057,,0.295,0.001,0.002,0.003,0,131.421,18.36,-1.08,-10.78
6457,Bolivia,1997,BOL,8167910,31321346048,0.471,0.058,11.721,1.705,17.023,158.146,7.23,4.791,19.362,5.049,3.968,1.435,0.374,0.294,,,10.94,1.339,0.349,6.095,193.615,4190.079,,42.581,28.115,5534.549,114.071,,4897.691,1.272,1.723,0.211,3.74,0.458,2.724,17.067,146.424,17.927,23.91,2.927,5.369,0.657,5.787,0.709,,,39.856,0.071,0.048,0.497,,0.037,0.02,0.252,,0.414,0.026,0.799,0.034,,0.488,0.085,1.977,0.059,,0.294,0.001,0.002,0.003,0,139.398,22.246,-0.781,-6.664
6458,Bolivia,1998,BOL,8313399,32973946880,0.524,0.063,11.252,-0.469,-4,214.088,55.943,35.374,25.752,6.493,5.791,1.354,0.341,0.304,,,10.885,1.309,0.33,6.619,204.868,4404.167,,43.515,31.314,5737.385,120.666,,4461.145,1.121,0.934,0.112,3.199,0.385,2.238,19.13,202.836,24.399,21.199,2.55,5.749,0.692,6.595,0.793,,,36.969,0.079,0.046,0.703,,0.039,0.021,0.26,,0.41,0.028,0.821,0.035,,0.278,0.072,3.301,0.067,,0.294,0.001,0.002,0.003,0,159.032,18.609,-0.368,-3.268
6459,Bolivia,1999,BOL,8459812,33199091712,0.539,0.064,10.94,-0.313,-2.78,162.648,-51.44,-24.028,19.226,4.899,3.917,1.293,0.33,0.263,,,11.409,1.349,0.344,7.158,215.807,4566.815,,44.429,34.763,5889.094,126.703,,4920.966,1.251,0.914,0.108,3.449,0.408,2.159,16.439,151.709,17.933,21.633,2.557,6.231,0.737,6.037,0.714,,,41.528,0.078,0.044,0.527,,0.04,0.021,0.265,,0.406,0.03,0.835,0.036,,0.277,0.075,2.527,0.06,,0.293,0.001,0.002,0.003,0,139.07,18.264,0.47,4.292
6460,Bolivia,2000,BOL,8606331,34126235648,0.481,0.056,8.434,-2.506,-22.904,113.255,-49.393,-30.368,13.16,3.319,2.598,0.98,0.247,0.193,,,8.69,1.01,0.255,7.639,224.241,4680.071,,45.135,37.177,5993.915,131.535,,5072.653,1.277,0.705,0.082,2.415,0.281,1.753,13.361,104.822,12.18,21.351,2.481,5.84,0.679,4.833,0.562,,,43.588,0.066,0.033,0.368,,0.041,0.021,0.267,,0.4,0.031,0.844,0.036,,0.203,0.051,1.979,0.047,,0.292,0.001,0.002,0.003,0,114.99,15.084,0.256,3.034
6461,Bolivia,2001,BOL,8752740,34794954752,0.436,0.05,8.743,0.309,3.663,109.691,-3.565,-3.148,12.532,3.152,2.941,0.999,0.251,0.234,,,8.871,1.013,0.255,8.076,232.984,4789.761,,45.626,39.782,6094.863,136.746,,4264.886,1.072,0.491,0.056,2.605,0.298,1.762,12.987,100.948,11.533,20.616,2.355,6.039,0.69,5.21,0.595,,,37.301,0.058,0.034,0.36,,0.042,0.022,0.269,,0.393,0.031,0.852,0.036,,0.146,0.054,2.118,0.05,,0.291,0.001,0.002,0.003,0,113.671,15.426,0.128,1.465
6462,Bolivia,2002,BOL,8900357,35770130432,0.444,0.05,10.403,1.661,18.994,122.314,12.624,11.509,13.743,3.419,3.006,1.169,0.291,0.256,,,10.795,1.213,0.302,8.52,243.387,4912.076,,46.136,44.165,6206.774,141.813,,4571.173,1.137,0.51,0.057,4.382,0.492,1.995,13.894,111.911,12.574,22.305,2.506,6.917,0.777,5.067,0.569,,,40.686,0.057,0.04,0.389,,0.043,0.022,0.271,,0.386,0.034,0.862,0.037,,0.157,0.089,2.182,0.049,,0.29,0.001,0.002,0.003,0,123.663,17.76,0.391,3.76
6463,Bolivia,2003,BOL,9050704,36849590272,0.495,0.055,10.968,0.565,5.427,263.842,141.528,115.708,29.152,7.16,4.824,1.212,0.298,0.201,,,10.19,1.126,0.277,9.014,254.355,5175.918,,46.661,48.111,6459.648,147.815,,6038.837,1.484,0.525,0.058,3.946,0.436,2.051,22.896,252.874,27.94,22.754,2.514,6.384,0.705,6.002,0.663,,,54.696,0.057,0.04,0.782,,0.043,0.023,0.28,,0.38,0.035,0.889,0.037,,0.153,0.077,4.162,0.057,,0.292,0.001,0.002,0.004,0,207.223,18.566,-0.778,-7.089
6464,Bolivia,2004,BOL,9204297,38518214656,0.549,0.06,11.032,0.064,0.583,173.657,-90.185,-34.181,18.867,4.508,3.061,1.199,0.286,0.194,,,9.915,1.077,0.257,9.563,265.387,5349.576,,47.054,52.002,6622.274,154.014,,6154.922,1.473,0.392,0.043,3.891,0.423,2.172,16.945,162.625,17.668,24.361,2.647,7.941,0.863,6.199,0.674,,,56.726,0.061,0.039,0.51,,0.044,0.023,0.284,,0.372,0.037,0.905,0.038,,0.115,0.074,3.009,0.056,,0.292,0.001,0.002,0.004,0,155.964,19.993,-1.117,-10.128
6465,Bolivia,2005,BOL,9360758,40366067712,0.613,0.065,12.313,1.281,11.609,127.617,-46.04,-26.512,13.633,3.162,2.296,1.315,0.305,0.222,,,10.668,1.14,0.264,10.176,277.7,5477.193,,47.362,56.41,6737.579,160.998,,5926.305,1.377,0.309,0.033,4.408,0.471,2.289,14.385,115.305,12.318,25.645,2.74,8,0.855,6.984,0.746,,,55.573,0.063,0.042,0.37,,0.045,0.023,0.286,,0.365,0.038,0.915,0.038,,0.089,0.082,2.357,0.063,,0.292,0.001,0.003,0.004,0,134.653,21.425,-1.644,-13.356
6466,Bolivia,2006,BOL,9521685,42467225600,0.691,0.073,12.332,0.02,0.16,106.715,-20.903,-16.379,11.208,2.513,1.745,1.295,0.29,0.202,,,10.977,1.153,0.258,10.868,290.032,5583.907,,47.56,61.056,6831.961,167.794,,6410.186,1.44,0.198,0.021,4.646,0.488,2.242,12.791,94.382,9.912,25.36,2.663,7.746,0.814,6.797,0.714,,,61.17,0.065,0.04,0.297,,0.046,0.024,0.286,,0.357,0.04,0.921,0.039,,0.057,0.084,1.77,0.061,,0.291,0.001,0.003,0.004,0,121.792,21.344,-1.355,-10.99
6467,Bolivia,2007,BOL,9685962,44577390592,0.722,0.074,12.695,0.363,2.944,95.872,-10.842,-10.16,9.898,2.151,1.459,1.311,0.285,0.193,,,11.469,1.184,0.257,11.589,302.728,5679.78,,47.707,65.247,6915.138,175.43,,6767.981,1.474,0.146,0.015,4.192,0.433,2.286,12.114,83.177,8.587,25.669,2.65,7.973,0.823,7.636,0.788,,,65.725,0.064,0.04,0.265,,0.046,0.024,0.286,,0.349,0.041,0.926,0.04,,0.043,0.073,1.81,0.068,,0.29,0.001,0.003,0.004,0,117.334,22.145,-1.226,-9.658
6468,Bolivia,2008,BOL,9850858,47500611584,0.803,0.082,12.965,0.27,2.126,104.533,8.661,9.034,10.612,2.201,1.55,1.316,0.273,0.192,,,12.074,1.226,0.254,12.392,315.693,5784.313,,47.862,69.706,7006.706,182.978,,6827.641,1.42,0.155,0.016,4.459,0.453,2.261,12.235,91.568,9.295,26.146,2.654,7.518,0.763,7.548,0.766,,,67.461,0.07,0.04,0.283,,0.048,0.025,0.285,,0.342,0.042,0.933,0.04,,0.046,0.075,1.876,0.067,,0.289,0.001,0.003,0.004,0,120.525,22.268,-0.891,-6.875
6469,Bolivia,2009,BOL,10016280,49290121216,0.911,0.091,13.538,0.573,4.419,97.527,-7.006,-6.702,9.737,1.979,1.467,1.352,0.275,0.204,,,12.56,1.254,0.255,13.303,329.231,5881.84,,48.039,74.693,7090.695,190.442,,6614.823,1.349,0.177,0.018,4.987,0.498,2.198,11.611,83.989,8.385,25.936,2.589,7.337,0.733,7.464,0.745,,,66.488,0.077,0.043,0.265,,0.049,0.025,0.285,,0.335,0.044,0.937,0.041,,0.054,0.086,1.593,0.068,,0.288,0.001,0.003,0.004,0,116.299,22.016,-0.978,-7.224
6470,Bolivia,2010,BOL,10182345,51541504000,0.953,0.094,14.719,1.181,8.721,92.943,-4.584,-4.7,9.128,1.803,1.378,1.446,0.286,0.218,,,13.045,1.281,0.253,14.256,343.95,5974.782,,48.186,80.368,7168.918,198.385,,6598.983,1.309,0.146,0.014,5.676,0.557,2.488,11.902,78.224,7.682,28.423,2.791,10.347,1.016,7.944,0.78,,,67.463,0.075,0.044,0.239,,0.05,0.026,0.284,,0.328,0.045,0.941,0.042,,0.043,0.091,1.425,0.07,,0.288,0.001,0.003,0.004,0,121.192,25.331,-1.674,-11.374
6471,Bolivia,2011,BOL,10348932,54437027840,1.043,0.101,15.949,1.23,8.356,86.53,-6.413,-6.9,8.361,1.59,1.239,1.541,0.293,0.228,0.004,0,14.561,1.407,0.267,15.299,359.898,6061.312,2.758,48.318,86.74,7239.5,206.783,,6716.623,1.283,0.133,0.013,6.372,0.616,2.51,11.399,70.581,6.82,28.468,2.751,8.259,0.798,8.398,0.811,,,69.828,0.077,0.046,0.218,0,0.051,0.026,0.283,0,0.321,0.047,0.943,0.043,,0.037,0.099,1.337,0.074,,0.287,0.001,0.003,0.004,0,117.963,25.973,-1.388,-8.702
6472,Bolivia,2012,BOL,10515813,57225289728,1.06,0.101,17.535,1.587,9.949,81.624,-4.906,-5.67,7.762,1.426,0.985,1.668,0.306,0.212,0,0,16.239,1.544,0.284,16.359,377.434,6142.936,2.758,48.438,93.394,7303.588,216.485,,7838.919,1.448,0.119,0.011,6.654,0.633,2.717,11.275,64.088,6.094,29.799,2.834,8.235,0.783,9.702,0.923,,,82.855,0.076,0.05,0.201,0,0.052,0.027,0.282,0,0.314,0.049,0.945,0.043,,0.032,0.102,1.134,0.084,,0.285,0.001,0.003,0.004,0,118.569,28.573,-1.296,-7.392
6473,Bolivia,2013,BOL,10682612,61114322944,1.199,0.112,17.769,0.234,1.333,73.899,-7.725,-9.464,6.918,1.209,0.88,1.663,0.291,0.212,0.004,0,17.147,1.605,0.281,17.558,395.203,6216.835,2.762,48.523,100.18,7359.718,226.18,,7813.69,1.374,0.086,0.008,6.786,0.635,2.778,10.719,56.13,5.254,31.045,2.906,8.085,0.757,9.695,0.908,,,83.945,0.082,0.05,0.183,0,0.054,0.027,0.28,0,0.307,0.051,0.946,0.044,,0.022,0.103,1.097,0.084,,0.284,0.001,0.003,0.004,0,114.503,29.672,-0.622,-3.502
6474,Bolivia,2014,BOL,10848889,64451768320,1.316,0.121,19.888,2.119,11.925,62.817,-11.082,-14.996,5.79,0.975,0.74,1.833,0.309,0.234,0.015,0.001,19.599,1.807,0.304,18.874,415.091,6279.651,2.776,48.618,107.775,7402.646,237.048,,7770.678,1.316,0.095,0.009,7.595,0.7,2.974,10.212,42.929,3.957,31.018,2.859,7.648,0.705,10.867,1.002,,,84.832,0.088,0.056,0.154,0,0.055,0.028,0.277,0,0.3,0.053,0.945,0.045,,0.024,0.115,0.796,0.094,,0.282,0.001,0.003,0.004,0,110.787,32.262,-0.289,-1.454
6475,Bolivia,2015,BOL,11014707,67582197760,1.368,0.124,19.887,-0.001,-0.007,67.706,4.889,7.783,6.147,1.002,0.761,1.805,0.294,0.224,0.015,0.001,20.362,1.849,0.301,20.241,434.977,6347.357,2.791,48.718,115.415,7450.466,247.813,,8018.658,1.316,0.1,0.009,7.639,0.694,2.937,10.361,47.819,4.341,31.453,2.856,8.289,0.753,10.765,0.977,,,88.928,0.094,0.056,0.165,0,0.057,0.029,0.275,0,0.294,0.055,0.944,0.046,,0.026,0.113,0.864,0.091,,0.282,0.001,0.003,0.004,0,114.118,32.348,0.476,2.392
6476,Bolivia,2016,BOL,11180019,70463897600,1.42,0.127,21.239,1.353,6.802,57.003,-10.702,-15.807,5.099,0.809,0.619,1.9,0.301,0.231,0.015,0.001,21.627,1.934,0.307,21.661,456.216,6404.36,2.806,48.777,123.935,7486.229,259.037,,8176.835,1.307,0.06,0.005,8.52,0.762,2.994,9.871,35.764,3.199,31.746,2.84,8.855,0.792,11.225,1.004,,,92.096,0.095,0.06,0.143,0,0.058,0.029,0.273,0,0.288,0.057,0.943,0.048,,0.016,0.123,0.812,0.094,,0.282,0.001,0.003,0.004,0,110.355,33.469,0.388,1.827
6477,Bolivia,2017,BOL,11344592,73419857920,1.424,0.126,22.171,0.932,4.388,97.819,40.816,71.602,8.623,1.332,1.078,1.954,0.302,0.244,0.026,0.002,22.514,1.985,0.307,23.085,478.388,6502.179,2.831,48.827,132.565,7561.877,271.079,,7938.303,1.236,0.05,0.004,8.63,0.761,3.003,11.344,75.648,6.668,31.502,2.777,8.541,0.753,12.042,1.061,,,90.779,0.094,0.062,0.243,0,0.06,0.03,0.273,0,0.282,0.059,0.948,0.049,,0.013,0.121,1.788,0.099,,0.281,0.001,0.003,0.004,0,128.69,34.072,0.343,1.546
6478,Bolivia,2018,BOL,11508370,76521119744,1.482,0.129,22.498,0.327,1.475,87.156,-10.663,-10.901,7.573,1.139,0.928,1.955,0.294,0.24,0.022,0.002,22.601,1.964,0.295,24.567,500.886,6589.335,2.853,48.878,141.267,7626.535,283.321,,8088.342,1.227,0.051,0.004,8.702,0.756,2.945,10.938,64.657,5.618,31.079,2.701,8.474,0.736,12.241,1.064,,,93.881,0.095,0.061,0.215,0,0.061,0.031,0.272,0,0.276,0.061,0.951,0.05,,0.013,0.116,1.682,0.1,,0.281,0.001,0.003,0.004,0,125.879,33.896,0.103,0.457
6479,Bolivia,2019,BOL,11671386,78217584640,1.538,0.132,22.605,0.107,0.475,69.889,-17.267,-19.812,5.988,0.894,0.751,1.937,0.289,0.243,0.026,0.002,22.863,1.959,0.292,26.105,523.491,6659.224,2.879,48.933,149.388,7673.818,296.187,,7903.12,1.19,0.054,0.005,8.121,0.696,2.896,10.188,47.284,4.051,31.223,2.675,9.906,0.849,12.866,1.102,,,93.078,0.095,0.061,0.171,0,0.062,0.031,0.27,0,0.269,0.063,0.953,0.051,,0.012,0.106,1.249,0.104,,0.281,0.001,0.003,0.004,0,118.906,33.805,0.258,1.14
6480,Bolivia,2020,BOL,11816300,71382933504,1.265,0.107,18.312,-4.293,-18.993,74.931,5.042,7.215,6.341,1.05,0.96,1.55,0.257,0.235,0.011,0.001,19.436,1.645,0.272,27.369,541.803,6734.155,2.89,49.023,155.998,7730.438,306.523,,6540.533,1.094,0.09,0.008,6.61,0.559,2.447,10.071,56.619,4.792,31.452,2.662,9.706,0.821,10.336,0.875,,,78.069,0.077,0.052,0.194,0,0.063,0.032,0.269,0,0.264,0.063,0.956,0.052,,0.022,0.087,1.646,0.094,,0.281,0.001,0.003,0.004,0,118.997,28.915,1.124,6.141
6481,Bolivia,2021,BOL,11937369,75741585408,1.422,0.119,21.756,3.445,18.811,81.237,6.307,8.416,6.805,1.073,0.952,1.823,0.287,0.255,0.026,0.002,22.208,1.86,0.293,28.792,563.559,6815.392,2.916,49.084,163.517,7789.918,319.25,,7062.148,1.126,0.061,0.005,7.52,0.63,2.747,10.025,59.481,4.983,32.154,2.694,10,0.838,12.727,1.066,,,85.307,0.084,0.059,0.2,0,0.064,0.032,0.268,0,0.259,0.064,0.959,0.053,,0.015,0.095,1.674,0.11,,0.28,0.001,0.003,0.005,0,119.672,32.791,0.452,2.077
6482,Bolivia,2022,BOL,12077155,78165311488,1.533,0.127,22.378,0.622,2.859,80.966,-0.272,-0.334,6.704,1.036,,1.853,0.286,,0.019,0.002,22.275,1.844,0.285,30.325,585.937,6896.358,2.935,49.161,171.582,7848.506,331.935,,,,0.077,0.006,8.064,0.668,2.73,10.206,58.588,4.851,32.282,2.673,10.05,0.832,12.685,1.05,,,,0.096,0.06,0.198,0,0.065,0.033,0.267,0,0.254,0.065,0.962,0.054,,0.019,0.102,1.655,0.107,,0.28,0.001,0.003,0.005,0,123.258,32.966,-0.103,-0.46
6483,Bolivia,2023,BOL,12244161,,1.568,0.128,23.359,0.981,4.384,82.872,1.906,2.354,6.768,,,1.908,,,0.021,0.002,,,,31.893,609.297,6979.229,2.956,49.237,180.539,7908.019,344.671,,,,0.076,0.006,8.958,0.732,2.76,11.703,59.512,4.86,32.639,2.666,10.601,0.866,12.736,1.04,,,,0.1,0.062,0.2,0,0.066,0.034,0.266,0,0.249,0.067,0.965,0.055,,0.019,0.113,1.642,0.104,,0.28,0.001,0.003,0.005,0,143.291,33.789,,
