Unnamed: 0,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
9688,Chile,2000,CHL,15503637,233340518400,1.01,0.065,58.503,-2.905,-4.731,79.655,5.862,7.944,5.138,0.341,0.259,3.773,0.251,0.19,14.242,0.919,59.66,3.848,0.256,35.013,1549.805,5458.168,611.474,79.145,90.052,3908.704,734.121,,20023.135,1.317,0.704,0.045,11.919,0.769,5.145,6.544,21.153,1.364,26.738,1.725,7.154,0.461,30.627,1.975,,,307.391,0.14,0.229,0.259,0.155,0.19,0.148,0.311,0.116,0.701,0.074,0.55,0.201,,0.203,0.251,0.399,0.298,,0.264,0.001,0.002,0.003,0,101.458,79.765,1.157,1.978
9689,Chile,2001,CHL,15683853,239642804224,1.013,0.065,52.918,-5.584,-9.545,76.202,-3.453,-4.335,4.859,0.318,0.243,3.374,0.221,0.169,9.263,0.591,53.605,3.418,0.224,36.027,1602.723,5534.37,620.737,79.802,103.569,3931.988,762.589,,20184.58,1.308,0.657,0.042,13.517,0.862,4.748,6.201,23.284,1.485,26.912,1.716,7.199,0.459,28.468,1.815,,,313.345,0.134,0.206,0.25,0.1,0.187,0.149,0.31,0.116,0.687,0.082,0.55,0.203,,0.196,0.282,0.489,0.275,,0.263,0.001,0.002,0.003,0,97.259,74.468,0.687,1.298
9690,Chile,2002,CHL,15857924,243288817664,1.079,0.068,54.836,1.917,3.623,72.784,-3.419,-4.486,4.59,0.299,0.227,3.458,0.225,0.171,9.38,0.591,56.353,3.554,0.232,37.106,1657.559,5607.154,630.117,80.35,117.075,3949.936,792.912,,20441.285,1.319,0.548,0.035,13.506,0.852,4.808,6.05,17.948,1.132,26.619,1.679,7.356,0.464,30.323,1.912,,,320.801,0.137,0.209,0.232,0.097,0.185,0.151,0.309,0.116,0.673,0.089,0.548,0.205,,0.169,0.274,0.35,0.293,,0.263,0.001,0.002,0.003,0,95.947,76.24,1.518,2.768
9691,Chile,2003,CHL,16024753,250723123200,1.113,0.069,55.1,0.265,0.483,84.192,11.408,15.674,5.254,0.336,0.261,3.438,0.22,0.171,9.244,0.577,53.932,3.366,0.215,38.219,1712.659,5691.346,639.361,80.769,131.811,3979.028,822.499,,20334.662,1.286,0.419,0.026,14.737,0.92,4.765,6.319,29.092,1.815,26.386,1.647,7.237,0.452,29.587,1.846,,,322.49,0.129,0.199,0.249,0.088,0.183,0.152,0.308,0.115,0.657,0.096,0.548,0.207,,0.122,0.288,0.479,0.279,,0.262,0.001,0.002,0.003,0,101.261,76.359,-1.169,-2.121
9692,Chile,2004,CHL,16187322,264146059264,1.194,0.074,59.228,4.128,7.492,82.877,-1.315,-1.562,5.12,0.314,0.241,3.659,0.224,0.172,10.281,0.635,57.147,3.53,0.216,39.412,1771.887,5774.223,649.642,81.151,147.86,4002.677,853.822,,21494.553,1.303,0.382,0.024,16.048,0.991,5.027,6.39,23.649,1.461,27.23,1.682,7.883,0.487,31.324,1.935,,,344.299,0.132,0.207,0.243,0.095,0.181,0.153,0.307,0.115,0.642,0.104,0.547,0.209,,0.111,0.304,0.438,0.285,,0.261,0.001,0.002,0.003,0,103.442,81.373,-2.081,-3.514
9693,Chile,2005,CHL,16348781,278000697344,1.152,0.07,61.127,1.899,3.206,87.576,4.699,5.67,5.357,0.315,0.245,3.739,0.22,0.171,10.252,0.627,61.109,3.738,0.22,40.564,1833.015,5861.799,659.894,81.491,163.417,4029.125,887.648,,22090.879,1.285,0.34,0.021,15.557,0.952,5.084,6.493,26.449,1.618,27.037,1.654,7.649,0.468,33.826,2.069,,,357.327,0.119,0.206,0.254,0.089,0.178,0.155,0.306,0.114,0.628,0.111,0.547,0.212,,0.098,0.288,0.541,0.305,,0.261,0.001,0.002,0.003,0,106.157,83.114,-0.019,-0.031
9694,Chile,2006,CHL,16509198,293258330112,1.236,0.075,64.052,2.924,4.784,85.946,-1.63,-1.861,5.206,0.293,0.232,3.88,0.218,0.173,12.538,0.759,64.381,3.9,0.22,41.801,1897.067,5947.745,672.432,81.7,177.751,4051.02,923.383,,22631.893,1.261,0.209,0.013,14.334,0.868,5.218,6.368,21.894,1.326,26.986,1.635,7.847,0.475,35.735,2.165,,,369.682,0.117,0.209,0.239,0.103,0.176,0.156,0.305,0.114,0.613,0.116,0.546,0.215,,0.06,0.258,0.411,0.318,,0.26,0.001,0.002,0.003,0,105.133,86.151,0.329,0.514
9695,Chile,2007,CHL,16671572,305709449216,1.316,0.079,70.476,6.425,10.03,97.108,11.162,12.987,5.825,0.318,0.263,4.227,0.231,0.191,13.007,0.78,70.466,4.227,0.23,43.117,1967.543,6044.853,685.44,81.863,186.515,4077.651,970.609,,22387.779,1.208,0.163,0.01,8.764,0.526,5.616,6.909,26.632,1.597,27.164,1.629,8.494,0.51,47.225,2.833,,,369.299,0.116,0.223,0.269,0.102,0.173,0.158,0.304,0.114,0.599,0.118,0.546,0.22,,0.048,0.152,0.58,0.42,,0.26,0.001,0.002,0.003,0,115.177,93.633,-0.011,-0.015
9696,Chile,2008,CHL,16838987,314032357376,1.307,0.078,70.553,0.076,0.108,99.438,2.33,2.399,5.905,0.317,0.269,4.19,0.225,0.191,16.733,0.994,80.439,4.777,0.256,44.425,2038.096,6144.291,702.173,81.998,191.34,4106.537,1018.16,,22165.26,1.176,0.135,0.008,4.825,0.287,5.634,7.042,28.885,1.715,28.394,1.686,9.207,0.547,47.551,2.824,,,369.306,0.114,0.22,0.269,0.127,0.17,0.159,0.303,0.114,0.585,0.116,0.547,0.225,,0.04,0.081,0.592,0.424,,0.26,0.001,0.002,0.003,0,118.588,94.868,9.887,14.013
9697,Chile,2009,CHL,17009728,306660179968,1.081,0.064,65.96,-4.593,-6.51,94.053,-5.385,-5.415,5.529,0.307,0.265,3.878,0.215,0.186,13.431,0.79,64.623,3.799,0.211,45.505,2104.056,6238.344,715.604,82.138,197.719,4134.629,1063.089,,21051.678,1.156,0.14,0.008,6.379,0.375,5.213,6.529,28.093,1.652,27.424,1.612,8.131,0.478,44.929,2.641,,,354.372,0.091,0.209,0.255,0.103,0.167,0.161,0.302,0.114,0.573,0.116,0.546,0.229,,0.042,0.11,0.533,0.41,,0.26,0.001,0.002,0.003,0,111.059,88.672,-1.337,-2.027
9698,Chile,2010,CHL,17181462,321457389568,1.046,0.061,71.348,5.388,8.168,98.214,4.161,4.424,5.716,0.306,0.27,4.153,0.222,0.196,16.525,0.962,74.003,4.307,0.23,46.552,2175.403,6336.558,732.13,82.226,207.946,4161.496,1106.55,,21403.439,1.132,0.088,0.005,10.227,0.595,5.331,6.556,26.867,1.564,25.044,1.458,8.257,0.481,43.461,2.53,,,363.948,0.083,0.214,0.253,0.118,0.163,0.162,0.301,0.114,0.56,0.118,0.546,0.233,,0.026,0.164,0.49,0.384,,0.259,0.001,0.002,0.004,0,112.641,91.587,2.656,3.722
9699,Chile,2011,CHL,17351811,338708856832,1.08,0.062,78.071,6.724,9.424,106.872,8.657,8.815,6.159,0.316,0.277,4.499,0.23,0.202,20.848,1.201,84.915,4.894,0.251,47.632,2253.475,6443.429,752.978,82.291,218.396,4190.296,1152.178,,22459.619,1.139,0.066,0.004,10.45,0.602,5.763,6.955,28.8,1.66,26.487,1.526,7.99,0.46,45.628,2.63,,,385.712,0.079,0.226,0.269,0.141,0.159,0.163,0.301,0.115,0.547,0.119,0.546,0.237,,0.018,0.163,0.546,0.402,,0.259,0.001,0.002,0.004,0,120.682,99.991,6.844,8.766
9700,Chile,2012,CHL,17519114,359556382720,1.127,0.064,79.621,1.549,1.985,108.523,1.652,1.545,6.195,0.302,0.269,4.545,0.221,0.198,23.476,1.34,89.322,5.099,0.248,48.759,2333.095,6551.953,776.454,82.335,228.204,4219.199,1197.342,,23224.074,1.12,0.044,0.002,9.809,0.56,5.85,7.06,28.902,1.65,27.155,1.55,8.316,0.475,45.165,2.578,,,402.747,0.081,0.227,0.267,0.157,0.156,0.165,0.3,0.115,0.534,0.12,0.546,0.24,,0.012,0.15,0.511,0.393,,0.258,0.001,0.002,0.004,0,123.683,102.487,9.702,12.185
9701,Chile,2013,CHL,17687006,371454083072,1.086,0.061,81.737,2.116,2.658,111.111,2.588,2.385,6.282,0.299,0.269,4.621,0.22,0.198,25.396,1.436,90.374,5.11,0.243,49.845,2414.832,6663.064,801.851,82.382,237.497,4248.573,1243.258,,23629.986,1.114,0.047,0.003,9.292,0.525,5.964,7.041,29.375,1.661,26.577,1.503,8.113,0.459,45.916,2.596,,,413.759,0.075,0.232,0.275,0.169,0.152,0.167,0.3,0.117,0.521,0.121,0.546,0.244,,0.012,0.141,0.574,0.397,,0.258,0.001,0.002,0.004,0,124.529,105.481,8.637,10.567
9702,Chile,2014,CHL,17864191,378114277376,1.022,0.057,77.59,-4.147,-5.074,105.83,-5.281,-4.753,5.924,0.28,0.258,4.343,0.205,0.189,24.389,1.365,83.511,4.675,0.221,50.867,2492.422,6768.895,826.24,82.445,245.792,4276.814,1287.078,,23154.375,1.083,0.064,0.004,8.296,0.464,5.607,6.624,28.24,1.581,25.408,1.422,7.835,0.439,43.82,2.453,,,409.534,0.068,0.219,0.259,0.162,0.149,0.168,0.299,0.118,0.509,0.121,0.546,0.247,,0.016,0.125,0.523,0.378,,0.257,0.001,0.002,0.004,0,118.326,100.167,5.921,7.631
9703,Chile,2015,CHL,18047628,386251292672,1.033,0.057,81.782,4.192,5.403,110.557,4.727,4.466,6.126,0.286,0.267,4.531,0.212,0.197,27.194,1.507,86.706,4.804,0.224,51.9,2574.204,6879.451,853.434,82.535,254.905,4305.589,1331.43,,23180.021,1.072,0.09,0.005,9.112,0.505,5.757,6.768,28.775,1.594,24.565,1.361,8.096,0.449,44.353,2.458,,,414.23,0.071,0.231,0.27,0.185,0.145,0.169,0.299,0.119,0.498,0.122,0.546,0.25,,0.023,0.135,0.52,0.375,,0.256,0.001,0.002,0.004,0,122.149,103.907,4.924,6.021
9704,Chile,2016,CHL,18267225,393022275584,1.12,0.061,84.25,2.468,3.018,112.094,1.537,1.39,6.136,0.285,0.258,4.612,0.214,0.194,27.015,1.479,87.85,4.809,0.224,53.02,2658.455,6991.545,880.448,82.635,264.856,4333.432,1377.494,,23993.93,1.104,0.1,0.005,9.951,0.545,5.831,6.735,27.843,1.524,24.786,1.357,7.783,0.426,46.064,2.522,,,433.903,0.075,0.238,0.281,0.188,0.143,0.171,0.298,0.12,0.488,0.122,0.546,0.253,,0.027,0.143,0.632,0.385,,0.255,0.001,0.002,0.004,0,123.026,106.514,3.6,4.273
9705,Chile,2017,CHL,18558865,398359527424,0.915,0.049,84.138,-0.112,-0.133,111.3,-0.794,-0.708,5.997,0.279,0.247,4.534,0.211,0.187,27.754,1.495,88.384,4.762,0.222,53.935,2742.593,7102.845,908.202,82.693,274.8,4360.593,1422.963,,24517.238,1.131,0.058,0.003,9.944,0.536,5.761,6.647,27.161,1.464,25.123,1.354,7.68,0.414,45.468,2.45,,,450.347,0.061,0.234,0.277,0.191,0.139,0.172,0.298,0.122,0.477,0.123,0.547,0.255,,0.015,0.14,0.642,0.374,,0.254,0.001,0.003,0.004,0,123.363,106.912,4.246,5.046
9706,Chile,2018,CHL,18893186,414254039040,0.73,0.039,84.439,0.301,0.357,110.13,-1.17,-1.051,5.829,0.266,0.235,4.469,0.204,0.18,27.071,1.433,92.167,4.878,0.222,54.666,2827.032,7212.975,935.273,82.782,284.781,4386.284,1469.53,,25039.641,1.13,0.089,0.005,9.981,0.528,5.706,6.52,25.691,1.36,25.979,1.375,7.586,0.402,46.568,2.465,,,468.278,0.047,0.23,0.271,0.184,0.136,0.174,0.297,0.123,0.467,0.123,0.547,0.258,,0.022,0.134,0.668,0.38,,0.253,0.001,0.003,0.004,0,123.185,107.796,7.728,9.152
9707,Chile,2019,CHL,19197747,417332002816,0.84,0.044,91.977,7.538,8.927,116.193,6.063,5.506,6.052,0.278,0.245,4.791,0.22,0.194,31.017,1.616,97.562,5.082,0.234,55.506,2919.009,7329.168,966.29,82.828,296.832,4410.5,1517.552,,24894.514,1.136,0.046,0.002,12.051,0.628,6.002,6.743,24.216,1.261,25.897,1.349,7.766,0.405,48.022,2.501,,,473.979,0.052,0.248,0.284,0.211,0.133,0.175,0.297,0.125,0.456,0.124,0.548,0.261,,0.011,0.158,0.639,0.387,,0.252,0.001,0.003,0.004,0,129.449,115.224,5.585,6.072
9708,Chile,2020,CHL,19370619,391686946816,0.88,0.045,80.178,-11.799,-12.828,102.752,-13.441,-11.568,5.305,0.262,0.232,4.139,0.205,0.181,25.194,1.301,83.014,4.286,0.212,56.386,2999.187,7431.92,991.483,82.856,307.876,4433.075,1560.586,,22925.926,1.13,0.028,0.001,11.043,0.57,5.289,5.988,22.574,1.165,25.317,1.307,7.538,0.389,43.034,2.222,,,442.478,0.054,0.228,0.266,0.177,0.13,0.176,0.297,0.126,0.446,0.125,0.548,0.263,,0.007,0.146,0.656,0.393,,0.251,0.001,0.003,0.004,0,115.991,102.442,2.836,3.537
9709,Chile,2021,CHL,19456323,437659205632,0.976,0.05,83.655,3.477,4.337,103.537,0.785,0.764,5.322,0.237,0.217,4.3,0.191,0.175,24.097,1.239,90.934,4.674,0.208,57.362,3082.842,7535.458,1015.581,82.867,319.959,4452.957,1607.073,,24462.756,1.09,0.012,0.001,12.083,0.621,5.434,6.039,19.882,1.022,24.698,1.269,7.763,0.399,46.487,2.389,,,476.857,0.058,0.226,0.255,0.159,0.127,0.177,0.296,0.126,0.437,0.126,0.548,0.266,,0.003,0.153,0.56,0.403,,0.25,0.001,0.003,0.004,0,117.503,105.731,7.279,8.701
9710,Chile,2022,CHL,19553032,448338100224,0.976,0.05,82.537,-1.118,-1.337,98.897,-4.64,-4.482,5.058,0.221,0.196,4.221,0.184,0.164,19.681,1.007,89.832,4.594,0.2,58.338,3165.379,7634.354,1035.261,82.876,332.827,4469.317,1656.077,,25684.15,1.123,0.008,0,12.868,0.658,5.364,5.925,16.36,0.837,25.086,1.283,7.9,0.404,49.004,2.506,,,503.505,0.061,0.221,0.242,0.13,0.125,0.178,0.295,0.126,0.428,0.127,0.548,0.269,,0.002,0.163,0.462,0.411,,0.249,0.001,0.003,0.004,0,115.855,104.888,7.295,8.838
9711,Chile,2023,CHL,19658834,,0.976,0.05,77.288,-5.249,-6.36,90.249,-8.648,-8.745,4.591,,0.179,3.931,,0.153,14.493,0.737,,,,59.315,3242.667,7724.604,1049.754,82.881,345.25,4482.278,1705.467,,25678.967,,0.006,0,12.423,0.632,5.035,5.493,12.961,0.659,24.5,1.246,7.898,0.402,49.39,2.512,,,504.068,0.062,0.205,0.218,0.094,0.123,0.179,0.294,0.126,0.419,0.128,0.547,0.271,,0.001,0.157,0.358,0.405,,0.247,0.001,0.003,0.004,0,107.988,98.992,,
10190,Colombia,1981,COL,26713266,184572133376,2.058,0.077,44.26,0.086,0.195,85.672,-4.115,-4.583,3.207,0.464,0.443,1.657,0.24,0.229,10.661,0.399,,,,36.656,862.826,19631.146,254.895,24.882,86.673,18982.367,459.721,,7221.912,1.048,1.147,0.043,7.382,0.276,2.327,5.707,41.412,1.55,59.998,2.246,14.997,0.561,23.012,0.861,,,193.446,0.507,0.233,0.359,0.153,0.445,0.139,1.604,0.07,0.387,0.173,3.129,0.24,,0.483,0.264,0.857,0.269,,1.165,0.002,0.007,0.01,0,152.458,62.156,,
10191,Colombia,1982,COL,27338334,186378551296,2.308,0.084,45.679,1.419,3.206,86.167,0.495,0.578,3.152,0.462,0.433,1.671,0.245,0.23,10.987,0.402,,,,38.964,908.505,19717.312,265.882,26.01,94.396,19022.855,483.253,,7262.792,1.068,1.128,0.041,7.723,0.283,2.364,5.686,40.488,1.481,61.302,2.242,15.747,0.576,23.532,0.861,,,199.038,0.571,0.242,0.368,0.154,0.45,0.142,1.581,0.072,0.39,0.178,3.112,0.242,,0.479,0.283,0.891,0.282,,1.154,0.002,0.007,0.01,0,155.439,64.615,,
10192,Colombia,1983,COL,27988176,189368025088,2.153,0.077,49.21,3.53,7.729,84.828,-1.34,-1.555,3.031,0.448,0.405,1.758,0.26,0.235,12.139,0.434,,,,41.117,957.715,19802.141,278.021,27.226,102.867,19058.473,508.483,,7475.116,1.107,1.216,0.043,8.471,0.303,2.448,5.518,35.618,1.273,60.909,2.176,15.471,0.553,25.23,0.901,,,209.62,0.521,0.259,0.357,0.166,0.454,0.145,1.558,0.073,0.396,0.185,3.094,0.244,,0.572,0.307,0.744,0.306,,1.143,0.002,0.007,0.01,0,154.432,68.505,,
10193,Colombia,1984,COL,28642689,196136140800,2.392,0.084,48.702,-0.508,-1.033,88.753,3.926,4.628,3.099,0.453,0.418,1.7,0.248,0.229,11.996,0.419,,,,43.509,1006.417,19890.895,290.017,28.381,111.386,19098.525,533.124,,7402.779,1.083,1.154,0.04,8.519,0.297,2.399,5.485,40.052,1.398,60.021,2.095,15.111,0.528,24.64,0.86,,,212.379,0.568,0.248,0.351,0.157,0.459,0.148,1.534,0.075,0.402,0.19,3.072,0.246,,0.618,0.283,0.71,0.296,,1.131,0.002,0.007,0.01,0,157.102,68.717,,
10194,Colombia,1985,COL,29268471,202554130432,2.43,0.083,48.079,-0.622,-1.277,81.569,-7.184,-8.094,2.787,0.403,0.372,1.643,0.237,0.219,12.208,0.417,,,,45.939,1054.496,19972.463,302.224,29.487,118.735,19132.014,558.11,,7483.166,1.083,1.106,0.038,7.349,0.251,2.353,5.213,33.49,1.144,60.741,2.075,15.269,0.522,24.987,0.854,,,219.453,0.571,0.237,0.319,0.149,0.464,0.151,1.511,0.077,0.407,0.192,3.052,0.248,,0.608,0.235,0.633,0.3,,1.119,0.002,0.008,0.01,0,152.57,68.868,,
10195,Colombia,1986,COL,29879114,214958407680,2.687,0.09,48.754,0.675,1.403,78.294,-3.275,-4.015,2.62,0.364,0.34,1.632,0.227,0.212,12.039,0.403,,,,48.626,1103.25,20050.758,314.263,30.487,125.631,19161.555,584.244,,7675.651,1.07,1,0.033,6.895,0.231,2.375,5.048,29.54,0.989,62.626,2.096,15.688,0.525,26.133,0.875,,,229.963,0.607,0.236,0.299,0.145,0.47,0.153,1.487,0.078,0.411,0.194,3.03,0.25,,0.587,0.226,0.534,0.305,,1.108,0.002,0.008,0.01,0,150.842,70.95,,
10196,Colombia,1987,COL,30499472,226482438144,2.65,0.087,50.124,1.37,2.809,71.798,-6.496,-8.297,2.354,0.317,0.286,1.643,0.221,0.199,12.465,0.409,,,,51.275,1153.374,20122.555,326.728,31.363,132.816,19183.229,611.192,,8210.648,1.109,0.876,0.029,7.185,0.236,2.417,5.095,21.674,0.711,65.026,2.132,16.388,0.537,26.949,0.884,,,251.271,0.577,0.236,0.27,0.145,0.474,0.156,1.464,0.079,0.414,0.195,3.008,0.253,,0.535,0.217,0.406,0.312,,1.097,0.002,0.008,0.01,0,155.388,73.705,,
10197,Colombia,1988,COL,31130528,235710464000,2.986,0.096,52.135,2.011,4.011,67.922,-3.876,-5.399,2.182,0.288,0.271,1.675,0.221,0.208,12.549,0.403,,,,54.261,1205.509,20190.477,339.277,32.151,140.349,19199.016,639.471,,8033.223,1.065,0.788,0.025,7.533,0.242,2.446,4.994,15.787,0.507,65.952,2.119,16.447,0.528,28.279,0.908,,,251.092,0.618,0.236,0.249,0.141,0.48,0.158,1.44,0.081,0.414,0.196,2.986,0.255,,0.423,0.217,0.305,0.316,,1.086,0.002,0.008,0.01,0,155.464,76.158,,
10198,Colombia,1989,COL,31776281,243368624128,2.911,0.092,53.082,0.948,1.818,64.189,-3.733,-5.495,2.02,0.264,0.243,1.67,0.218,0.201,12.966,0.408,,,,57.172,1258.591,20254.666,352.243,32.891,147.413,19210.123,668.873,,8285.066,1.087,0.74,0.023,7.064,0.222,2.458,4.937,11.107,0.35,67.923,2.138,16.86,0.531,29.402,0.925,,,264.485,0.59,0.237,0.235,0.146,0.485,0.16,1.417,0.082,0.415,0.196,2.965,0.257,,0.488,0.194,0.224,0.322,,1.076,0.002,0.008,0.01,0,156.887,78.098,,
10199,Colombia,1990,COL,32440064,253538205696,2.722,0.084,56.898,3.815,7.188,59.487,-4.702,-7.325,1.834,0.235,0.236,1.754,0.224,0.225,13.884,0.428,61.994,1.911,0.245,59.894,1315.489,20314.152,366.127,33.697,155.785,19212.711,699.986,,7744.489,0.996,0.806,0.025,8.373,0.258,2.552,4.888,2.59,0.08,69.065,2.129,17.142,0.528,31.113,0.959,,,252.481,0.551,0.25,0.215,0.16,0.488,0.163,1.394,0.084,0.412,0.197,2.943,0.26,,0.311,0.22,0.052,0.337,,1.066,0.003,0.008,0.01,0,158.559,82.771,5.096,8.957
10200,Colombia,1991,COL,33098371,259415670784,2.72,0.082,56.654,-0.244,-0.428,81.261,21.774,36.603,2.455,0.313,0.314,1.712,0.218,0.219,12.414,0.375,60.501,1.828,0.233,62.614,1372.143,20395.414,378.541,34.525,164.48,19237.318,731.984,,7789.251,0.999,0.828,0.025,8.695,0.263,2.5,5.253,24.607,0.743,68.705,2.076,17.226,0.52,31.998,0.967,,,259.169,0.535,0.244,0.289,0.144,0.49,0.165,1.373,0.085,0.408,0.198,2.924,0.262,,0.302,0.225,0.495,0.33,,1.057,0.003,0.008,0.011,0,173.864,82.742,3.847,6.791
10201,Colombia,1992,COL,33760570,270562869248,2.889,0.086,61.495,4.841,8.544,83.19,1.929,2.374,2.464,0.307,0.31,1.821,0.227,0.229,13.667,0.405,67.377,1.996,0.249,65.503,1433.638,20478.604,392.208,35.448,172.845,19259.016,767.634,,7911.416,0.992,0.923,0.027,8.365,0.248,2.628,5.413,21.695,0.643,70.557,2.09,17.102,0.507,35.651,1.056,,,268.506,0.546,0.273,0.299,0.163,0.492,0.168,1.353,0.086,0.408,0.199,2.904,0.266,,0.382,0.213,0.413,0.387,,1.048,0.003,0.008,0.011,0,182.73,88.729,5.882,9.565
10202,Colombia,1993,COL,34441479,286025318400,3.318,0.096,63.338,1.843,2.997,89.358,6.168,7.414,2.594,0.312,0.306,1.839,0.221,0.217,14.206,0.412,69.148,2.008,0.242,68.821,1496.975,20567.961,406.414,36.581,181.489,19285.035,803.672,,8441.098,1.022,1.132,0.033,8.644,0.251,2.63,5.7,26.02,0.755,71.067,2.063,17.572,0.51,36.038,1.046,,,292.186,0.601,0.278,0.322,0.167,0.496,0.171,1.335,0.088,0.41,0.2,2.887,0.27,,0.484,0.215,0.523,0.391,,1.042,0.003,0.008,0.011,0,196.317,90.573,5.81,9.173
10203,Colombia,1994,COL,35127408,300636176384,3.92,0.112,67.037,3.7,5.841,81.294,-8.064,-9.025,2.314,0.27,0.257,1.908,0.223,0.212,13.612,0.387,72.68,2.069,0.242,72.741,1564.013,20649.258,420.026,37.549,190.466,19299.291,843.232,,8964.032,1.052,0.969,0.028,8.977,0.256,2.703,6.112,14.256,0.406,72.553,2.065,17.729,0.505,39.56,1.126,,,316.39,0.665,0.292,0.281,0.159,0.503,0.174,1.315,0.089,0.406,0.2,2.864,0.275,,0.308,0.221,0.242,0.428,,1.035,0.003,0.008,0.011,0,214.696,94.943,5.642,8.417
10204,Colombia,1995,COL,35804671,316101722112,3.896,0.109,59.421,-7.617,-11.362,120.098,38.804,47.733,3.354,0.38,0.371,1.66,0.188,0.184,14.136,0.395,66.886,1.868,0.212,76.637,1623.434,20769.354,434.161,38.85,198.761,19359.967,875.025,,8999.828,1.024,1.301,0.036,8.295,0.232,2.498,6.673,60.677,1.695,74.481,2.08,17.856,0.499,31.793,0.888,,,323.725,0.625,0.253,0.415,0.161,0.508,0.176,1.299,0.09,0.406,0.2,2.85,0.277,,0.399,0.197,1.117,0.341,,1.029,0.003,0.008,0.011,0,238.933,89.423,7.466,12.564
10205,Colombia,1996,COL,36462740,322403827712,3.73,0.102,59.913,0.492,0.828,132.686,12.588,10.481,3.639,0.412,0.394,1.643,0.186,0.178,12.513,0.343,66.456,1.823,0.206,80.367,1683.346,20902.039,446.674,39.71,208.994,19432.74,907.601,,9188.513,1.044,0.86,0.024,10.234,0.281,2.465,6.666,72.773,1.996,74.971,2.056,17.683,0.485,32.577,0.893,,,336.599,0.586,0.247,0.438,0.139,0.511,0.178,1.283,0.091,0.4,0.202,2.835,0.279,,0.245,0.232,1.21,0.339,,1.023,0.003,0.008,0.011,0,243.045,89.874,6.543,10.921
10206,Colombia,1997,COL,37121156,333997146112,3.85,0.104,65.256,5.344,8.919,189.056,56.371,42.484,5.093,0.566,0.553,1.758,0.195,0.191,12.289,0.331,72.288,1.947,0.216,84.217,1748.603,21091.094,458.963,41.576,221.448,19556.541,942.398,,9175.434,1.024,1.866,0.05,12.454,0.335,2.647,7.814,123.8,3.335,77.096,2.077,17.879,0.482,34.797,0.937,,,342.17,0.581,0.267,0.594,0.137,0.514,0.18,1.27,0.092,0.405,0.205,2.823,0.281,,0.529,0.282,1.671,0.356,,1.019,0.003,0.008,0.011,0,290.055,98.264,7.032,10.776
10207,Colombia,1998,COL,37792170,335365603328,3.815,0.101,65.799,0.543,0.831,202.366,13.31,7.04,5.355,0.603,0.584,1.741,0.196,0.19,11.688,0.309,72.233,1.911,0.215,88.032,1814.401,21293.461,470.651,43.493,234.47,19693.107,977.756,,9132.335,1.033,1.916,0.051,13.022,0.345,2.649,7.62,136.567,3.614,78.887,2.087,17.987,0.476,35.358,0.936,,,346.521,0.578,0.271,0.665,0.134,0.516,0.182,1.259,0.093,0.41,0.208,2.818,0.283,,0.569,0.291,2.223,0.358,,1.016,0.003,0.008,0.011,0,287.985,100.107,6.434,9.778
10208,Colombia,1999,COL,38454863,321583120384,2.879,0.075,55.476,-10.323,-15.689,150.717,-51.65,-25.523,3.919,0.469,0.467,1.443,0.173,0.172,9.684,0.252,56.192,1.461,0.175,90.911,1869.877,21444.178,480.335,44.812,245.671,19788.35,1008.149,,8367.868,1.004,1.319,0.034,11.201,0.291,2.299,6.256,95.241,2.477,75.675,1.968,17.292,0.45,30.393,0.79,,,322.875,0.416,0.223,0.488,0.109,0.513,0.183,1.245,0.093,0.41,0.21,2.807,0.284,,0.4,0.243,1.587,0.3,,1.011,0.003,0.008,0.011,0,240.575,88.421,0.717,1.292
